artist_folder,midi_file,tonic,mode
Andrew_Lloyd_Webber,Jesus_Christ_Superstar_Overture.mid,G,major
Andrew_Lloyd_Webber,"The_Phantom_of_the_Opera_Act_II._The_Point_of_No_Return_Phantom,_Christine_.mid",F,major
Andrew_Lloyd_Webber,Requiem_Pie_Jesu.mid,A-,major
Men_at_Work,Who_Can_It_Be_Now.mid,E,major
Men_at_Work,Down_Under.mid,E-,major
Freddie_and_The_Dreamers,Im_Tellin_You_Now.mid,A,major
Freddie_and_The_Dreamers,Im_Telling_You_Now.mid,A,major
Melissa_Etheridge,Im_The_Only_One.mid,C,major
Melissa_Etheridge,Come_To_My_Window.mid,G,major
Simon_Paul,Kodachrome.mid,A,major
Simon_Paul,Loves_Me_Like_a_Rock.mid,C,major
Simon_Paul,50_Ways_to_Leave_Your_Lover.mid,C,major
Simon_Paul,Mother_and_Child_Reunion.mid,G,major
Simon_Paul,Late_In_The_Evening.mid,B-,major
Simon_Paul,Me_and_Julio_Down_by_the_School_Yard.mid,A,major
Simon_Paul,You_Can_Call_Me_Al.mid,F,major
Andrew_Gold,How_Can_This_Be_Love.mid,D,minor
Andrew_Gold,Lonely_Boy.mid,A,major
Murray_Head,One_Night_in_Bangkok.mid,D,minor
The_Animals,When_I_Was_Young.mid,C,major
The_Animals,We_Gotta_Get_Out_Of_This_Place.mid,F,major
The_Animals,Sky_Pilot.mid,B-,major
The_Animals,The_House_of_the_Rising_Sun.mid,A,minor
The_Animals,San_Franciscan_Nights.mid,C,major
UZEB,Noisy_Nights.mid,B,major
UZEB,New_Hit.mid,C,major
Ernie_K-Doe,Mother-In-Law.mid,E-,major
Information_Society,Whats_On_Your_Mind_Pure_Energy_.mid,D,minor
LFO,Sex_U_Up_The_Way_You_Like_It_Radio_Edit_.mid,E-,minor
Percy_Sledge,When_A_Man_Loves_A_Woman.mid,B,minor
T_Pau,China_In_Your_Hand.mid,B-,major
Ten_Years_After,Id_Love_to_Change_the_World.mid,E,minor
Marco_Borsato,Je_hoeft_niet_naar_huis_vannacht.mid,E,major
Marco_Borsato,Waarom_nou_jij.mid,A,major
Marco_Borsato,De_waarheid.mid,C,minor
Marco_Borsato,Ik_leef_niet_meer_voor_jou.mid,E,minor
Marco_Borsato,Dromen_zijn_bedrog.mid,C,minor
Borodin,Polovtsian_Dance.mid,F,major
Elvis,Blue_Hawaii.mid,B-,major
Elvis,Elvis_Interview.mid,E,major
Johnny_Horton,The_Battle_of_New_Orleans.mid,A,major
Joe,I_Wanna_Know.mid,F#,major
Joe,Dont_Wanna_Be_a_Player.mid,G#,minor
Leo_Friedman,Let_Me_Call_You_Sweetheart.mid,E-,major
Paula_Abdul,Vibeology.mid,G#,minor
Paula_Abdul,Rush_Rush.mid,E,major
Paula_Abdul,Opposites_Attract.mid,B-,major
Paula_Abdul,Forever_Your_Girl.mid,D,major
Paula_Abdul,Straight_Up.mid,G,minor
Paula_Abdul,The_Promise_of_a_New_Day.mid,C#,major
Paula_Abdul,Blowing_Kisses_in_the_Wind.mid,F#,minor
Liesbeth_List,Brussel.mid,F,minor
Falco,Rock_Me_Amadeus.mid,A,minor
Falco,Der_Kommissar.mid,A,minor
Falco,"Mutter,_der_Mann_mit_dem_Koks_ist_da.mid",F,major
Telly_Savalas,Some_Broken_Hearts_Never_Mend.mid,A,major
Wild_Cherry,Play_That_Funky_Music.mid,A,major
Eric_Johnson,Cliffs_of_Dover.mid,C,major
Eddie_Kendricks,Boogie_Down.mid,C,major
20_Fingers,Lick_It.mid,B-,minor
20_Fingers,Short_Dick_Man.mid,A,minor
Jive_Bunny,Thats_What_I_Like_Medley_.mid,C,minor
Mason_Williams,Classical_Gas.mid,A,minor
Porter_Cole,Youd_Be_So_Nice_to_Come_Home_To.mid,C,minor
Porter_Cole,Easy_to_Love.mid,C,major
Porter_Cole,I_Concentrate_on_You.mid,E-,major
Sugar_Lee_Hooper,"O,_wat_ben_je_mooi.mid",C#,minor
Sugar_Lee_Hooper,De_wandelclub.mid,G,major
Goo_Goo_Dolls,Broadway.mid,C,major
Goo_Goo_Dolls,Black_Balloon.mid,C#,major
Goo_Goo_Dolls,Iris.mid,G,major
Goo_Goo_Dolls,Hate_This_Place.mid,E,major
Goo_Goo_Dolls,Name.mid,A,major
Goo_Goo_Dolls,Slide.mid,G,major
Robert_Hampton,Cataract_Rag.mid,B-,major
Hooker_John_Lee,Blues_Is_The_Healer.mid,D,minor
a-ha,Hunting_High_and_Low.mid,D,minor
a-ha,The_Sun_Always_Shines_on_TV.mid,C,major
a-ha,The_Living_Daylights.mid,B-,major
Glen_Campbell,Dreams_Of_The_Everyday_Housewife.mid,D,major
Glen_Campbell,Rhinestone_Cowboy.mid,C,major
Glen_Campbell,Wichita_Lineman.mid,G,minor
Glen_Campbell,Gentle_On_My_Mind.mid,C,major
Glen_Campbell,Try_A_Little_Kindness.mid,E,major
Glen_Campbell,Dream_Baby_How_long_Must_I_Dream_.mid,A,minor
Glen_Campbell,By_The_Time_I_Get_To_Phoenix.mid,F,minor
Edgar_Winter,Free_Ride.mid,D,major
Edgar_Winter,Frankenstein.mid,G,minor
Freak_Power,"Turn_On,_Turn_In,_Cop_Out.mid",B-,minor
Black_Rose,Honestly_Love_You.mid,D,major
Jean_Knight,Mr_Big_Stuff.mid,G,major
LEN,Steal_My_Sunshine.mid,E,major
Scott_James,Sunburst_Rag.mid,G,major
Scott_James,Great_Scott_Rag.mid,G,major
Scott_James,Evergreen_Rag.mid,G,major
Scott_James,New_Era_Rag.mid,F,major
Scott_James,Paramount_Rag.mid,C#,major
Scott_James,Broadway_Rag.mid,G,major
Scott_James,Grace_and_Beauty.mid,A-,major
Scott_James,Kansas_City_Rag.mid,C,major
Scott_James,Efficiency_Rag.mid,C,major
Spin_Doctors,Two_Princes.mid,G,major
Don_Backy,Limmensita.mid,C#,minor
Nuovi_Angeli,Anna_da_dimenticare.mid,G,major
Nuovi_Angeli,Donna_felicita.mid,C,major
Nuovi_Angeli,Singapore.mid,C,major
Rah_Band,Clouds_Across_the_Moon.mid,G,major
No_Doubt,Ex-Girlfriend.mid,A,minor
No_Doubt,Dont_Speak.mid,F,minor
No_Doubt,Just_a_Girl.mid,G,major
No_Doubt,Hey_You.mid,G,major
No_Doubt,Spiderwebs.mid,B-,major
Raydio,You_Cant_Change_That.mid,E,major
Toni_Braxton,Youre_Makin_Me_High.mid,B-,minor
Toni_Braxton,Breathe_Again.mid,C,major
Toni_Braxton,He_Wasnt_Man_Enough.mid,E,minor
Toni_Braxton,Un-Break_My_Heart.mid,D,minor
Television_Theme_Songs,X-Files.mid,B-,minor
Television_Theme_Songs,"Spiderman,_laraignee.mid",D,minor
Television_Theme_Songs,"Candy-Coated_Popcorn,_Peanuts,_and_a_Prize.mid",A-,major
Television_Theme_Songs,ER.mid,E,minor
Television_Theme_Songs,Coronation_Street.mid,E-,minor
Television_Theme_Songs,The_Waltons.mid,G,major
Television_Theme_Songs,Eastenders.mid,E-,major
Bert_Heerink,Julie_July_Brother_Louie_.mid,D,minor
Donna_Summer,Last_Dance.mid,E-,major
Donna_Summer,Bad_Girls.mid,G,minor
Donna_Summer,McArthur_Park.mid,B-,major
Donna_Summer,On_the_Radio.mid,E,minor
The_Walker_Brothers,The_Sun_Aint_Gonna_Shine_Anymore.mid,D,major
Divinyls,I_Touch_Myself.mid,F,major
Energy_52,Cafe_del_Mar.mid,B-,minor
AL_Bano,Felicita.mid,A,minor
Sting,Fortress_Around_Your_Heart.mid,G,major
Sting,Brand_New_Day.mid,B,minor
Sting,Unplugged_06_Tea_in_the_Sahara.mid,F,minor
Sting,Be_Still_My_Beating_Heart.mid,A,minor
Sting,If_I_Ever_Lose_My_Faith_in_You.mid,E,minor
Sting,All_This_Time.mid,A,major
Sting,Let_Your_Soul_Be_Your_Pilot.mid,B-,major
Sting,Unplugged_01_All_This_Time.mid,B,minor
Sting,Unplugged_02_Mad_About_You.mid,D,major
Sting,Every_Breath_You_Take.mid,A-,major
Sting,Nothing_Bout_Me.mid,E-,major
Sting,The_Secret_Marriage.mid,F#,major
Sting,When_We_Dance.mid,E,major
Sting,Walking_on_the_Moon.mid,C,major
Sting,Its_Probably_Me.mid,E,minor
Sting,We_Work_the_Black_Seam.mid,D,minor
Sting,They_Dance_Alone_Gueca_Solo_.mid,A,major
Sting,Consider_Me_Gone.mid,E,major
Sting,Fragile.mid,B-,minor
Sting,Russians.mid,C,minor
Sting,Storytellers_04_King_of_Pain.mid,E,minor
Sting,Saint_Agnes_and_the_Burning_Train.mid,E,minor
Sting,If_You_Love_Somebody_Set_Them_Free.mid,F,major
Sting,I_Hung_My_Head.mid,D,major
Sting,Love_Is_the_Seventh_Wave.mid,G,major
Sting,Storytellers_08_Roxanne.mid,D,minor
Sting,Every_Little_Thing_She_Does_Is_Magic.mid,D,minor
Sting,Well_Be_Together.mid,D,minor
Sting,Desert_Rose.mid,C,minor
Sting,This_Cowboy_Song.mid,G,minor
Sting,Fields_of_Gold.mid,error,error
Sting,The_Police-Every_Breath_You_Take.mid,A,major
Sting,Shape_Of_My_Heart.mid,F#,minor
Sting,Bring_On_The_Night.mid,E,minor
Sting,The_Soul_Cages.mid,A,minor
Sting,English_Man_In_New_York.mid,B,minor
Sting,Moon_Over_Bourbon_Street.mid,F,minor
Sting,Straight_to_My_Heart.mid,B,minor
Rascel,Arrividerci_Roma.mid,G,major
Jimmy_Nail,Aint_No_Doubt.mid,B,minor
Kraftwerk,The_Model.mid,B-,minor
Kraftwerk,Music_Non_Stop.mid,E-,minor
Kraftwerk,Autobahn.mid,F,major
Kraftwerk,The_Robots.mid,F#,major
"Blood,_Sweat_and_Tears",I_Cant_Quit_Her.mid,A,minor
"Blood,_Sweat_and_Tears",God_Bless_the_Child.mid,F#,major
"Blood,_Sweat_and_Tears",Sometimes_in_Winter.mid,E,minor
"Blood,_Sweat_and_Tears",Go_Down_Gamblin.mid,C,major
"Blood,_Sweat_and_Tears",Hi-De-Ho.mid,F,major
"Blood,_Sweat_and_Tears",Youve_Made_Me_So_Very_Happy.mid,G,minor
"Blood,_Sweat_and_Tears",And_When_I_Die.mid,D,major
"Blood,_Sweat_and_Tears",Spinning_Wheel.mid,G,major
David_Lee_Roth,Stand_Up.mid,D,minor
David_Lee_Roth,Just_a_Gigolo_I_Aint_Got_Nobody.mid,G,major
Brunner_and_Brunner,"Immer_wieder,_immer_mehr.mid",D,major
Brunner_and_Brunner,Shananana_lass_uns_leben_.mid,G,major
Brunner_and_Brunner,Party_Mix_4_Weil_dein_Herz_dich_verrat_Du_bist_alles_auf_dieser_Welt_Wenn_du_einsam_bist_Sandy_Goodbye_Liebe_kann_so_viel_verzeihen_Tief_in_der_Nacht_Lieb_mich_mit_Leib_und_Seele.mid,A,major
Brunner_and_Brunner,Wie_der_Wind_wehst_du_mir_ins_Gesicht.mid,C,major
Brunner_and_Brunner,Du_bist_Leben_fur_mich.mid,B-,major
Brunner_and_Brunner,Schenk_mir_diese_eine_Nacht.mid,C,major
Brunner_and_Brunner,Eis_im_Vulkan.mid,G,major
Brunner_and_Brunner,Weil_dein_Herz_dich_verrat.mid,E-,major
Brunner_and_Brunner,Bis_in_alle_Ewigkeit.mid,F,major
Busta_Rhymes,Woo_Hah.mid,E,minor
Busta_Rhymes,Turn_It_Up_remix_Fire_It_Up.mid,B,minor
Busta_Rhymes,Put_Your_Hands_Where_My_Eyes_Could_See.mid,B-,minor
Die_Arzte,Ein_Song_namens_Schunder.mid,C,major
Die_Arzte,Schrei_nach_Liebe.mid,G,minor
Die_Arzte,Friedenspanzer.mid,B-,minor
Die_Arzte,3-Tage-Bart.mid,C,major
Glenn_Medeiros,Long_and_Lasting_Love_Once_in_a_Lifetime_.mid,C,major
Desireless,Voyage_Voyage.mid,G#,minor
Ruggeri,Primavera_a_Sarajevo.mid,F#,minor
Ruggeri,Nino_no.mid,G,major
Ruggeri,I_dubbi_dellamore.mid,D,minor
Ruggeri,Canta_ancora_per_me.mid,B,major
Ruggeri,Non_piango_piu.mid,B-,major
Ruggeri,Mistero.mid,A,minor
Ruggeri,Rien_ne_va_plus.mid,F,major
Ruggeri,Ti_avro.mid,G,major
Ruggeri,Il_portiere_di_notte.mid,F,minor
Ruggeri,Nuovo_swing.mid,C,major
Ruggeri,Peter_Pan.mid,B,major
Ruggeri,Lamore_e_un_attimo.mid,E,minor
Ruggeri,Anna_e_il_freddo_che_ha.mid,D,major
Ruggeri,Prima_del_temporale.mid,C,minor
Clouseau,Daar_gaat_ze.mid,B-,major
Clouseau,Laat_me_nu_toch_niet_alleen.mid,E,major
Clouseau,Zie_me_graag.mid,D,major
Creed,My_Sacrifice.mid,G,major
Creed,With_Arms_Wide_Open_Strings_version_.mid,C,major
Creed,Torn.mid,D,minor
Creed,Whats_This_Life_For.mid,G,major
Creed,One_Last_Breath.mid,E,major
Creed,Higher.mid,D,major
Creed,My_Own_Prison.mid,F,major
The_Pretenders,Dont_Get_Me_Wrong.mid,G,major
The_Pretenders,Ill_Stand_By_You.mid,D,major
The_Pretenders,Back_on_the_Chain_Gang.mid,A,major
The_Pretenders,Middle_of_the_Road.mid,A,minor
The_Pretenders,Brass_In_Pocket.mid,A,major
The_Pretenders,Kid.mid,A,major
Barry_White,"Cant_Get_Enough_of_Your_Love,_Babe.mid",F,major
Barry_White,Youre_the_First_the_Last_My_Everyting.mid,F,major
Barry_White,"Youre_The_First,_The_Last,_My_Everything.mid",F,major
Edward_Kleban,What_I_Did_For_Love_Instrumental_.mid,C,major
Billy_Swan,I_Can_Help.mid,C,major
Hot_Chocolate,Every_1s_a_Winner.mid,B-,major
Hot_Chocolate,No_Doubt_About_It.mid,F,major
Hot_Chocolate,It_Started_With_a_Kiss.mid,G,major
Hot_Chocolate,You_Sexy_Thing.mid,F,major
Hot_Chocolate,Ill_Put_You_Together_Again.mid,G,major
Hot_Chocolate,Everyones_a_Winner.mid,B,major
Darude,Sandstorm.mid,E,minor
Darude,Feel_the_Beat.mid,E-,minor
Joey_Ramone,I_Wanna_Be_Sedated.mid,B,minor
Bach_Johann_Sebastian,Orchestersuite_Nr._2_5._Polonaise.mid,F,major
Bach_Johann_Sebastian,"Lukas_Passion,_BWV_246_96._Chorale_Derselbe_mein_Herr_Jesu_Christ.mid",F,major
Bach_Johann_Sebastian,"2-Part_Invention_No._4_in_D_minor,_BWV_775.mid",D,minor
Bach_Johann_Sebastian,Jesus_bleibet_meine_Freude_Herz_und_Mund_und_Tat_und_Leben_BWV._147_.mid,G,major
Bach_Johann_Sebastian,Air_On_The_G_String.mid,D,minor
Bach_Johann_Sebastian,Fugue_22_B_Flat_Minor.mid,E-,minor
Bach_Johann_Sebastian,Italian_Concerto_Allegro.mid,F,major
Bach_Johann_Sebastian,"2-Part_Invention_No._8_in_F_major,_BWV_779.mid",F,major
Bach_Johann_Sebastian,"Brandenburgisches_Konzert_Nr._1_F-Dur,_BWV_1046_IV._Menuet-Trio-Menuet-Polonaise-Menuet-Trio-Menuet.mid",B-,major
Bach_Johann_Sebastian,Sarabande.mid,A,minor
Bach_Johann_Sebastian,Italian_Concerto-Presto.mid,F,major
Bach_Johann_Sebastian,Fugue_16_G_Minor.mid,B-,minor
Bach_Johann_Sebastian,Toccata.mid,C#,major
Bach_Johann_Sebastian,"Partita_No._1_in_B-flat_major,_BWV_825_VI._Gigue.mid",B-,major
Bach_Johann_Sebastian,Musette_BWV_Anh.mid,D,major
Bach_Johann_Sebastian,"2-Part_Invention_No._1_in_C_major,_BWV_772.mid",A,minor
Bach_Johann_Sebastian,Toccato_und_Fuge_F-Dur_BWV_540.mid,D,minor
Bach_Johann_Sebastian,Badinerie.mid,D,minor
Bach_Johann_Sebastian,"Flute_Sonata_in_B_minor,_BWV_1030_I._Andante.mid",D,major
Bach_Johann_Sebastian,"Clavier-buchlein_fur_Anna_Magdalena_Bach_1725_Aria_G-Dur,_BWV_988_1.mid",G,major
Bach_Johann_Sebastian,Italian_Concerto_BWV_971_Andante.mid,D,minor
Bach_Johann_Sebastian,Fugue_in_G.mid,G,major
Bach_Johann_Sebastian,Gavotte.mid,A,major
Bach_Johann_Sebastian,Minuetto_in_sol_magg._BWV_App._114.mid,G,major
Bach_Johann_Sebastian,Prelude_in_C_Major.mid,A,minor
Bach_Johann_Sebastian,Invention.mid,C,major
Bach_Johann_Sebastian,March_in_D_major_C.P.E._Bach_.mid,D,major
Bach_Johann_Sebastian,Concerto_for_2_violins_in_D_minor_Il_Largo_.mid,F,major
Bach_Johann_Sebastian,"Suite_pour_orchestre_No._2_en_Si_mineur,_BWV_1067_II._Rondo.mid",G,major
Bach_Johann_Sebastian,"The_Well-Tempered_Clavier-Prelude_and_Fugue_nr_1,_C_Major,_BWV_846.mid",B-,major
Bach_Johann_Sebastian,"Toccata_Fuga_in_F-Dur,_BWV_540.mid",D,minor
Bach_Johann_Sebastian,Sinfonia.mid,C#,minor
Bach_Johann_Sebastian,TwoPart_Invention_in_A_minor.mid,A,minor
Bach_Johann_Sebastian,"Concerto_pour_orgue_seul_en_fa_majeur,_BWV_978_I._Allegro.mid",A,minor
Bach_Johann_Sebastian,Fugue_14_F_Minor.mid,E-,major
Bach_Johann_Sebastian,Prelude_in_G.mid,G,major
Bach_Johann_Sebastian,Wachet_auf.mid,G,major
Bach_Johann_Sebastian,"Toccata_and_Fugue_in_D_minor,_BWV_565.mid",D,minor
Bach_Johann_Sebastian,Menuet_in_G-Major.mid,G,major
Bach_Johann_Sebastian,"Menuet_G-dur,_BWV_Anh.mid",G,major
Bach_Johann_Sebastian,"Franzosische_Suite_Nr._5,_BWV_816,_Gigue.mid",G,major
Bach_Johann_Sebastian,"Brandenburg_Concerto_No._2_in_F_major,_BWV_1047_III._Allegro_assai.mid",F,major
Bach_Johann_Sebastian,Fugue_18_G_Minor.mid,B-,major
Bach_Johann_Sebastian,Fugue_24_B_Minor.mid,E,major
Bach_Johann_Sebastian,Sheep_May_Safely_Graze.mid,C,major
Bach_Johann_Sebastian,"Orchestral_Suite_No._4_in_D_major,_BWV_1069_III._Gavotte.mid",D,major
Bach_Johann_Sebastian,Bach.mid,C,minor
Bach_Johann_Sebastian,"Aria_From_the_Goldberg_Variations,_BWV_988.mid",E,minor
Bach_Johann_Sebastian,Menuet_From_Anna_Magdelena_.mid,G,major
Joe_Jackson,Is_She_Really_Going_Out_With_Him.mid,E-,major
Joe_Jackson,Cancer.mid,D,minor
Joe_Jackson,Steppin_Out.mid,F#,major
Joe_Jackson,Im_The_Man.mid,A,major
Joe_Jackson,Breaking_Us_In_Two.mid,B,minor
Joe_Jackson,Stepping_Out.mid,F#,major
Johnson_James_P,Carolina_Shout.mid,G,major
Will_Smith,Wild_Wild_West.mid,E-,minor
Will_Smith,Gettin_Jiggy_Wit_It.mid,B,minor
Will_Smith,Men_in_Black.mid,G,minor
Will_Smith,Will_2K.mid,D,minor
Will_Smith,Miami.mid,B-,minor
Bell,Private_Number.mid,E,major
Bell,Tighten_Up.mid,E-,minor
Albert_Hammond,It_Never_Rains_in_Southern_Californa.mid,A,major
Albert_Hammond,It_Never_Rains_In_Southern_California.mid,A,major
Jaco_Pastorius,The_Chicken.mid,E-,major
Double,The_Captain_of_Her_Heart.mid,F,minor
Gaskin_Street,Stay_a_Little_Bit_Longer.mid,G,major
Fancy,Flames_of_Love.mid,E,minor
Eiffel_65,Back_in_Time.mid,B,major
Eiffel_65,Cosa_restera_In_a_Song_.mid,G#,minor
Eiffel_65,Dub_in_Life.mid,C,minor
Eiffel_65,Quelli_che_non_hanno_eta.mid,B,minor
Eiffel_65,Too_Much_of_Heaven.mid,F,minor
Eiffel_65,Another_Race.mid,C,minor
Eiffel_65,Viaggia_insieme_a_me.mid,C,major
Eiffel_65,My_Console.mid,A,minor
Eiffel_65,Lucky_In_My_Life_.mid,D,major
Eiffel_65,Your_Clown.mid,F#,minor
Eiffel_65,Blue_Da_Ba_Dee_.mid,G,minor
Lewis_George,Bill_Bailey.mid,G,major
Rozalla,Are_You_Ready_to_Fly.mid,E-,major
Rozalla,Everybodys_Free_To_Feel_Good_.mid,D,major
Rozalla,Everybodys_Free.mid,D,major
Sawyer_Brown,The_Boys_and_Me.mid,C,major
Sawyer_Brown,Hard_to_Say.mid,G,major
Sawyer_Brown,Thank_God_for_You.mid,F,major
Articolo_31,Domani_smetto.mid,F,major
Articolo_31,Tranqi_Funky.mid,D,minor
Sniff_n_the_Tears,Driver_s_Seat.mid,B,minor
Alain_Chamfort,Souris_puisque_cest_grave.mid,A,minor
Alain_Chamfort,Manureva.mid,E,minor
REO_Speedwagon,In_My_Dreams.mid,B,major
REO_Speedwagon,Keep_On_Loving_You.mid,D,minor
REO_Speedwagon,Cant_Fight_This_Feeling.mid,A,major
REO_Speedwagon,Keep_the_Fire_Burning.mid,C,major
REO_Speedwagon,Time_for_Me_to_Fly.mid,D,major
REO_Speedwagon,Take_It_On_The_Run.mid,C,major
Andre_Hazes,De_vlieger.mid,A-,major
Andre_Hazes,Medley_Laat_de_Zon_Maar_Schijnen_De_Vakantie_Van_de_Eeuw_We_Gaan_Er_Eentje_Pakken_Zeg_Geen_Nee_Tegen_Het_Leven_Ik_Bel_Leven_Op_Het_Plein_Zomer_.mid,A,minor
Andre_Hazes,Leef_je_uit.mid,C,minor
Andre_Hazes,Italiaanse_medley.mid,C,major
Andre_Hazes,Terug_in_de_tijd.mid,C,minor
Andre_Hazes,Ik_meen_t.mid,E-,minor
Andre_Hazes,Uit_mn_bol.mid,D,major
Andre_Hazes,n_Beetje_verliefd.mid,C,major
Andre_Hazes,Droomland.mid,G,major
Andre_Hazes,Het_laatste_rondje.mid,E,minor
Andre_Hazes,Ik_dacht_dat_het_uit_was.mid,C,major
Andre_Hazes,Manke_Nelis_medley.mid,E,minor
Andre_Hazes,De_hoogste_tijd.mid,E,minor
Andre_Hazes,Het_is_koud_zonder_jou.mid,D,major
Them,Its_All_Over_Now_Baby_Blue.mid,D,major
Tal_Bachman,Shes_So_High.mid,A,major
Rocky_Horror,The_Time_Warp.mid,A,minor
Erasure,I_Love_Saturday.mid,F,minor
Erasure,Blue_Savannah.mid,D,major
Erasure,So_the_Story_Goes.mid,F,major
Erasure,Sometimes.mid,C,major
Erasure,Chains_of_Love.mid,F,major
Erasure,Siren_Song.mid,D,minor
Erasure,A_Little_Respect.mid,C,major
Erasure,Breath_of_Life.mid,G#,minor
Erasure,Sometimes_12_mix_.mid,A-,major
Erasure,Miracle.mid,C,major
Erasure,Fingers_Thumbs_Cold_Summers_Day_.mid,F,major
Erasure,Glass_Angel.mid,D,major
Erasure,Man_in_the_Moon.mid,F,major
Erasure,Abba-Esque_Take_a_Chance_On_Me_.mid,D,major
Erasure,Star.mid,B,major
Erasure,Take_Me_Back.mid,C,major
Erasure,Oh_Lamour.mid,E-,major
Erasure,Magic_Moments.mid,B,major
Evans_Bill,Blue_in_Green.mid,D,minor
Evans_Bill,You_Go_to_My_Head.mid,C,major
Evans_Bill,Clarinet_Polka.mid,C,major
Evans_Bill,The_More_I_See_You.mid,F,major
Tyner_Mccoy,Old_Devil_Moon.mid,C,major
Jackson_Michael,In_the_Closet.mid,B,minor
Jackson_Michael,Scream.mid,E,minor
Jackson_Michael,Will_You_Be_There.mid,D,major
Jackson_Michael,They_Dont_Care_About_Us.mid,D,minor
Jackson_Michael,Childhood.mid,A,major
Jackson_Michael,Intro_You_Rock_My_World.mid,G,major
Jackson_Michael,Wanna_Be_Starting_Something.mid,D,major
Jackson_Michael,Who_Is_It.mid,D,minor
Jackson_Michael,Dance_Mix_1.mid,C,major
Jackson_Michael,Blame_It_on_the_Boogie.mid,F,major
Jackson_Michael,Rockin_Robin.mid,G,major
Jackson_Michael,One_Day_In_Your_Life.mid,E,major
Jackson_Michael,Earth_Song.mid,G,minor
Jackson_Michael,I_Want_You_Back_The_Love_You_Save_Ill_Be_There.mid,B-,major
Jackson_Michael,HIStory.mid,E-,minor
Jackson_Michael,Billy_Jean.mid,B,minor
Jackson_Michael,You_Are_Not_Alone.mid,B,major
Jackson_Michael,Stranger_in_Moscow.mid,C#,minor
Jackson_Michael,Ben.mid,F,major
Jackson_Michael,Ghosts.mid,E,minor
Jackson_Michael,Gone_Too_Soon.mid,G#,minor
Jackson_Michael,Give_In_to_Me.mid,E,minor
Jackson_Michael,Billie_Jean.mid,F#,minor
Jackson_Michael,Blood_on_the_Dance_Floor.mid,F,minor
Paul_Dukas,The_Sorcerers_Apprentice.mid,F,minor
Orleans,Dance_With_Me.mid,D,major
Orleans,Still_the_One.mid,E,major
The_Shamen,Boss_Drum.mid,C,minor
The_Shamen,Ebeneezer_Goode.mid,E,minor
The_Shamen,Phorever_People.mid,D,minor
The_Shamen,Love_Sex_Intelligence.mid,G,minor
Enrique_Iglesias,Experiencia_religiosa.mid,F,major
Enrique_Iglesias,Bailamos.mid,A,minor
Enrique_Iglesias,Be_With_You.mid,C#,minor
Duke,Im_So_in_Love_With_You.mid,B-,minor
Billie_Jo_Spears,Blanket_On_The_Ground.mid,F,major
Bommbastic,Major_Tom_94.mid,E,minor
Leali,Se_qualcuno_cercasse_di_te.mid,E-,major
Leali,Unora_fa.mid,A,minor
Leali,Deborah.mid,D,minor
Leali,Io_amo.mid,C,major
Leali,Angeli_negri_Angelitos_negros_.mid,D,minor
Leali,A_chi.mid,C,major
Aretha_Franklin,You_Make_Me_Feel_Like_a_Natural_Woman.mid,C,major
Aretha_Franklin,Think.mid,A,minor
Aretha_Franklin,I_Never_Loved_a_Man_The_Way_I_Love_You_.mid,F,major
Aretha_Franklin,Respect.mid,F,major
Jody_Reynolds,Endless_Sleep.mid,D,major
Johnny_Hoes,Och_was_ik_maar_bij_moeder_thuis_gebleven.mid,A-,major
Oingo_Boingo,Dead_Mans_Party.mid,E-,minor
Oingo_Boingo,Grey_Matter.mid,G,major
Ottawan,Hands_Up.mid,F,minor
Ottawan,D_I_S_C_O.mid,B-,major
Bad_Company,Run_With_The_Pack.mid,A,minor
Bad_Company,Cant_Get_Enough.mid,F,major
Bad_Company,If_You_Needed_Somebody.mid,G,major
Bad_Company,Shooting_Star.mid,A,major
Bad_Company,Ready_For_Love.mid,A,minor
Ben_Folds_Five,Julianne.mid,D,major
Ben_Folds_Five,Underground.mid,E,major
Ben_Folds_Five,Uncle_Walter.mid,E-,major
Ben_Folds_Five,One_Angry_Dwarf_and_200_Solemn_Faces.mid,B,minor
Ben_Folds_Five,The_Battle_of_Who_Could_Care_Less.mid,E-,major
Ben_Folds_Five,Missing_the_War.mid,B-,major
Ben_Folds_Five,Stevens_Last_Night_in_Town.mid,A,major
Ben_Folds_Five,Song_for_the_Dumped.mid,C,major
Ben_Folds_Five,Brick.mid,D,major
The_Hooters,All_You_Zombies.mid,A,minor
The_Hooters,And_We_Danced.mid,D,major
Biagio_Antonacci,Happy_Family.mid,B,major
Biagio_Antonacci,Quanto_tempo_e_ancora.mid,E,minor
Biagio_Antonacci,Io_sono_come_te.mid,B,major
Biagio_Antonacci,Sei.mid,F,major
Biagio_Antonacci,Non_so_piu_a_chi_credere.mid,D,major
Biagio_Antonacci,Almeno_non_tradirmi_tu.mid,D,minor
Biagio_Antonacci,Non_vendermi.mid,E-,major
Biagio_Antonacci,Prima_di_tutto.mid,E-,minor
Biagio_Antonacci,Non_e_mai_stato_subito.mid,C,major
Biagio_Antonacci,Lasciami_andare_via.mid,C#,major
Biagio_Antonacci,Liberatemi.mid,B-,major
Biagio_Antonacci,Mi_fai_stare_bene.mid,E,major
Biagio_Antonacci,Se_e_vero_che_ci_sei.mid,A,major
Biagio_Antonacci,Ce_ancora_qualcuno.mid,C,minor
Biagio_Antonacci,Non_parli_mai.mid,A,major
Biagio_Antonacci,Cosa_fai_ragazza.mid,A,major
